Label,gaborenergy,gaborentropy,width,Height,area,perimeter,Extent,Solidity,Hull_Area,AspectRatio,Rectangularity,Circularity,EquiDimeter,RedMean,GreenMean,BlueMean,RedVar,BlueVar,GreenVar,contrast,correlation,inverse difference moments,entropy
0,0.512010076,1.538101211,256,32.7322998,65025.0,1020.0,0.992202759,1.0,65025.0,1.0,1.007858516,16.0,287.7366876,32.7322998,62.72229004,47.8104248,41.878233,54.70137697,68.37031047,374.9077147,0.944756378,0.589265388,6.974357706
0,0.460386112,1.628602013,256,36.49967957,65025.0,1020.0,0.992202759,1.0,65025.0,1.0,1.007858516,16.0,287.7366876,36.49967957,64.20700073,47.70619202,46.42690743,59.06557631,78.20484922,310.8086078,0.963377797,0.660420973,5.706766564
0,0.577708187,1.399296845,256,34.74613953,65025.0,1020.0,0.992202759,1.0,65025.0,1.0,1.007858516,16.0,287.7366876,34.74613953,51.83547974,41.22523499,49.79841742,55.16393171,65.23618918,433.3044691,0.934723322,0.66249708,5.928798235
0,0.509183743,1.437618153,256,32.65731812,65025.0,1020.0,0.992202759,1.0,65025.0,1.0,1.007858516,16.0,287.7366876,32.65731812,51.37489319,37.51454163,46.4638341,53.05451438,71.92032117,172.9590718,0.97583404,0.736939351,4.425270094
0,0.433251176,1.641933022,256,43.91586304,65025.0,1020.0,0.992202759,1.0,65025.0,1.0,1.007858516,16.0,287.7366876,43.91586304,61.06643677,49.74914551,52.09053434,58.84080934,71.8410219,173.5074941,0.978435544,0.656450696,5.440394531
0,0.643885993,1.169063292,256,28.05456543,65025.0,1020.0,0.992202759,1.0,65025.0,1.0,1.007858516,16.0,287.7366876,28.05456543,40.8633728,33.9467926,42.00750463,48.91555976,57.50255209,297.3670232,0.940166078,0.697994608,5.285665659
0,0.57582366,1.244304752,256,28.68745422,65025.0,1020.0,0.992202759,1.0,65025.0,1.0,1.007858516,16.0,287.7366876,28.68745422,43.77259827,33.13798523,40.54872894,46.70875324,61.06652557,134.5048641,0.974447626,0.729615663,4.451118684
0,0.497881672,1.459156705,256,35.88717651,65025.0,1020.0,0.992202759,1.0,65025.0,1.0,1.007858516,16.0,287.7366876,35.88717651,59.38136292,44.33914185,41.25698993,50.49423158,66.26311016,215.5670871,0.965288679,0.620981194,6.049040781
0,0.622243463,1.103303375,256,23.60514832,65025.0,1020.0,0.992202759,1.0,65025.0,1.0,1.007858516,16.0,287.7366876,23.60514832,34.24449158,26.75344849,40.39703343,45.7532678,58.21542413,119.0688395,0.974646568,0.808275299,3.338848371
0,0.605578115,1.313006336,256,30.45785522,65025.0,1020.0,0.992202759,1.0,65025.0,1.0,1.007858516,16.0,287.7366876,30.45785522,48.30302429,37.24803162,46.31566278,52.74322282,64.44392705,391.906119,0.936254983,0.686376262,5.555932076
